,Year,State,Plant name,Plant-level sector,eGRID subregion name,Plant FIPS state code,Plant FIPS county code,Plant county name,latitude,longitude,Number of units,Number of generators,Primary fuel source,Plant capacity factor,Plant nameplate capacity (MW),Nonbaseload Factor,CHP plant useful thermal output (MMBtu),CHP plant power to heat ratio,CHP plant electric allocation factor,Plant annual heat input from combustion (MMBtu),Plant total annual heat input (MMBtu),Plant annual net generation (MWh),Plant annual CO2 emissions (tons),Plant annual CO2 equivalent emissions (tons),Plant annual CO2 total output emission rate (lb/MWh),Plant annual CO2 equivalent total output emission rate (lb/MWh),Plant annual CO2 input emission rate (lb/MMBtu),Plant annual CO2 equivalent input emission rate (lb/MMBtu),Plant nominal heat rate (Btu/kWh),Plant annual coal net generation (MWh),Plant annual oil net generation (MWh),Plant annual gas net generation (MWh),Unused Capacity,Annual Generation Potential (MWh),geometry,index_right,GEOID,GEOIDFQ,NAME,Unnamed: 0,median_income,tot_pop,white_pop,black_african-american,poverty_status,state,county,tract,poc_pop,census_tract,county_name
10,2022.0,CA,AES Redondo Beach,IPP Non-CHP,WECC California,6,37,Los Angeles,33.8504,-118.395,3.0,3.0,GAS,0.03046,821.4,1.0,,,,3665361.5,3665361.5,219171.0,217826.5,218036.063,1987.731,1989.643,118.857,118.971,16723.75223,0.0,0.0,219171.0,0.96954,7195464.0,POINT (-118.395 33.8504),6998,06037621204,1400000US06037621204,6212.04,5457,67308.0,3142.0,2344.0,146.0,3142.0,6,37,621204,798.0,Census Tract 6212.04,Los Angeles County
11,2022.0,CA,Agnews Power Plant,IPP Non-CHP,WECC California,6,85,Santa Clara,37.4058,-121.9272,2.0,2.0,GAS,0.0903,32.0,1.0,,,,251619.754,251619.754,25314.0,14705.798,14720.998,1161.871,1163.072,116.889,117.01,9939.944458,0.0,0.0,25314.0,0.9097,280320.0,POINT (-121.9272 37.4058),2285,06085505006,1400000US06085505006,5050.06,159,115093.0,10288.0,3002.0,256.0,10288.0,6,85,505006,7286.0,Census Tract 5050.06,Santa Clara County
12,2022.0,CA,"CoreSite Real Estate 1656 McCarthy, L.P.",Commercial Non-CHP,WECC California,6,85,Santa Clara,37.405727,-121.916248,5.0,5.0,OIL,0.0,5.0,,,,,,,0.0,,,,,,,,0.0,0.0,0.0,1.0,43800.0,POINT (-121.916248 37.405727),2285,06085505006,1400000US06085505006,5050.06,159,115093.0,10288.0,3002.0,256.0,10288.0,6,85,505006,7286.0,Census Tract 5050.06,Santa Clara County
13,2022.0,CA,CST001 McCarthy Fuel Cell,IPP Non-CHP,WECC California,6,85,Santa Clara,37.40553,-121.91676,2.0,2.0,GAS,0.71499,1.2,0.14167935058346,,,,,54194.0,7516.0,,,,,,,,0.0,0.0,7516.0,0.28501,10512.0,POINT (-121.91676 37.40553),2285,06085505006,1400000US06085505006,5050.06,159,115093.0,10288.0,3002.0,256.0,10288.0,6,85,505006,7286.0,Census Tract 5050.06,Santa Clara County
14,2022.0,CA,AGT000 Stevens Creek Fuel Cell,IPP Non-CHP,WECC California,6,85,Santa Clara,37.32489,-121.99894,2.0,2.0,GAS,0.75425,2.2,0.0762418707624184,,,,,104601.0,14536.0,,,,,,,,0.0,0.0,14536.0,0.24575000000000002,19272.0,POINT (-121.99894 37.32489),5541,06085508102,1400000US06085508102,5081.02,1277,107426.0,3405.0,982.0,0.0,3405.0,6,85,508102,2423.0,Census Tract 5081.02,Santa Clara County
15,2022.0,CA,APP Prune A-D,IPP Non-CHP,WECC California,6,85,Santa Clara,37.331666,-122.006686,4.0,4.0,GAS,0.63476,4.0,0.275399543378995,,,,,183540.0,22242.0,,,,,,,,0.0,0.0,22242.0,0.36524,35040.0,POINT (-122.006686 37.331666),5541,06085508102,1400000US06085508102,5081.02,1277,107426.0,3405.0,982.0,0.0,3405.0,6,85,508102,2423.0,Census Tract 5081.02,Santa Clara County
16,2022.0,CA,Agua Mansa Power,Electric Utility,WECC California,6,71,San Bernardino,34.0414,-117.3603,1.0,1.0,GAS,0.02404,60.5,1.0,,,,144591.45,144591.45,12742.0,8593.45,8594.314,1348.838,1348.974,118.865,118.877,11347.625961,0.0,0.0,12742.0,0.97596,529980.0,POINT (-117.3603 34.0414),7391,06071004004,1400000US06071004004,40.04,1142,27148.0,5746.0,2991.0,224.0,5674.0,6,71,4004,2755.0,Census Tract 40.04,San Bernardino County
17,2022.0,CA,Century Generating Facility,IPP Non-CHP,WECC California,6,71,San Bernardino,34.0606,-117.3533,4.0,4.0,GAS,0.0028,44.8,1.0,,,,25343.0,25343.0,1097.0,1481.16,1482.691,2700.383,2703.174,116.889,117.01,23102.096627,0.0,0.0,1097.0,0.9972,392448.0,POINT (-117.3533 34.0606),7391,06071004004,1400000US06071004004,40.04,1142,27148.0,5746.0,2991.0,224.0,5674.0,6,71,4004,2755.0,Census Tract 40.04,San Bernardino County
18,2022.0,CA,Drews Generating Facility,IPP Non-CHP,WECC California,6,71,San Bernardino,34.0609,-117.3532,4.0,4.0,GAS,0.00215,44.8,1.0,,,,14706.0,14706.0,843.0,859.484,860.372,2039.108,2041.216,116.889,117.01,17444.839858,0.0,0.0,843.0,0.99785,392448.0,POINT (-117.3532 34.0609),7391,06071004004,1400000US06071004004,40.04,1142,27148.0,5746.0,2991.0,224.0,5674.0,6,71,4004,2755.0,Census Tract 40.04,San Bernardino County
19,2022.0,CA,Alameda,Electric Utility,WECC California,6,1,Alameda,37.7886,-122.2889,2.0,2.0,GAS,0.03242,54.8,1.0,,,,247443.0,247443.0,15565.0,14461.69,14476.637,1858.232,1860.153,116.889,117.01,15897.398008,0.0,0.0,15565.0,0.96758,480048.0,POINT (-122.2889 37.7886),7515,06001428700,1400000US06001428700,4287,3771,34637.0,4484.0,1689.0,701.0,4142.0,6,1,428700,2795.0,Census Tract 4287,Alameda County
20,2022.0,CA,Almond Power Plant,Electric Utility,WECC California,6,99,Stanislaus,37.5744,-120.985,4.0,4.0,GAS,0.14815,223.5,1.0,,,,3045655.815,3045655.815,290065.001,180999.719,181188.208,1247.994,1249.294,118.858,118.981,10499.908003,0.0,0.0,290065.0,0.85185,1957860.0,POINT (-120.985 37.5744),4631,06099003002,1400000US06099003002,30.02,5086,27422.0,7434.0,5936.0,14.0,7434.0,6,99,3002,1498.0,Census Tract 30.02,Stanislaus County
21,2022.0,CA,AltaGas Ripon Energy Inc.,IPP Non-CHP,WECC California,6,77,San Joaquin,37.732533,-121.116006,1.0,1.0,GAS,0.00902,49.5,1.0,0.0,,1.0,37738.0,37738.0,3912.0,2205.58,2207.86,1127.597,1128.763,116.889,117.01,9646.728016,0.0,0.0,3912.0,0.99098,433620.0,POINT (-121.116006 37.732533),4719,06077005001,1400000US06077005001,50.01,1103,36847.0,6019.0,5310.0,51.0,5856.0,6,77,5001,709.0,Census Tract 50.01,San Joaquin County
22,2022.0,CA,Ripon Generation Station,Electric Utility,WECC California,6,77,San Joaquin,37.7315,-121.116,2.0,2.0,GAS,0.01855,121.0,1.0,,,,245582.84,245582.84,19662.0,14594.279,14608.283,1484.516,1485.941,118.854,118.968,12490.226198,0.0,0.0,19662.001,0.98145,1059960.0,POINT (-121.116 37.7315),4719,06077005001,1400000US06077005001,50.01,1103,36847.0,6019.0,5310.0,51.0,5856.0,6,77,5001,709.0,Census Tract 50.01,San Joaquin County
23,2022.0,CA,Amazon San Bernardino,IPP Non-CHP,WECC California,6,71,San Bernardino,34.088408,-117.245839,1.0,1.0,GAS,0.62443,1.1,0.29261796042618,,,,,43352.0,6017.0,,,,,,,,0.0,0.0,6017.0,0.37556999999999996,9636.0,POINT (-117.245839 34.088408),3745,06071980100,1400000US06071980100,9801,6978,-666666666.0,0.0,0.0,0.0,0.0,6,71,980100,0.0,Census Tract 9801,San Bernardino County
24,2022.0,CA,Anheuser Busch - Fairfield,IPP Non-CHP,WECC California,6,95,Solano,38.235224,-122.092666,1.0,1.0,GAS,0.03135,2.6,1.0,,,,,4396.0,714.0,,,,,,,,0.0,0.0,714.0,0.96865,22776.0,POINT (-122.092666 38.235224),5107,06095252305,1400000US06095252305,2523.05,7605,51784.0,5016.0,3279.0,270.0,4979.0,6,95,252305,1737.0,Census Tract 2523.05,Solano County
25,2022.0,CA,Argus Cogen Plant,Industrial CHP,WECC California,6,71,San Bernardino,35.765,-117.3833,3.0,3.0,COAL,0.51995,62.5,0.466749315068493,10509433.6,0.092,0.109739,1581275.485,1581275.485,284672.85,154394.161,155559.472,1084.713,1092.9,195.278,196.752,5554.711063,251564.9,0.0,33107.96,0.48005,547500.0,POINT (-117.3833 35.765),3446,06071008901,1400000US06071008901,89.01,5053,30417.0,1949.0,1714.0,89.0,1946.0,6,71,8901,235.0,Census Tract 89.01,San Bernardino County
26,2022.0,CA,Westend Facility,Industrial CHP,WECC California,6,71,San Bernardino,35.7075,-117.3956,1.0,1.0,GAS,,20.0,,,,,,,,,,,,,,,,,,,175200.0,POINT (-117.3956 35.7075),3446,06071008901,1400000US06071008901,89.01,5053,30417.0,1949.0,1714.0,89.0,1946.0,6,71,8901,235.0,Census Tract 89.01,San Bernardino County
27,2022.0,CA,AT&T - Gardena,IPP Non-CHP,WECC California,6,37,Los Angeles,33.874969,-118.289798,1.0,1.0,GAS,0.12135,1.0,1.0,,,,,7464.0,1063.0,,,,,,,,0.0,0.0,1063.0,0.87865,8760.0,POINT (-118.289798 33.874969),6416,06037291220,1400000US06037291220,2912.20,6953,25563.0,3647.0,1822.0,278.0,3647.0,6,37,291220,1825.0,Census Tract 2912.20,Los Angeles County
28,2022.0,CA,AT&T - Hawthorne,IPP Non-CHP,WECC California,6,37,Los Angeles,33.92429,-118.320597,1.0,1.0,GAS,0.54954,1.0,0.417427701674277,,,,,37593.0,4814.0,,,,,,,,0.0,0.0,4814.0,0.45045999999999997,8760.0,POINT (-118.320597 33.92429),690,06037602700,1400000US06037602700,6027,1739,37711.0,3986.0,299.0,2817.0,3980.0,6,37,602700,3687.0,Census Tract 6027,Los Angeles County
29,2022.0,CA,AT&T - Hayward,IPP Non-CHP,WECC California,6,1,Alameda,37.659879,-122.09685,1.0,1.0,GAS,0.8121,1.0,0.0,,,,,51754.0,7114.0,,,,,,,,0.0,0.0,7114.0,0.18789999999999996,8760.0,POINT (-122.09685 37.659879),3896,06001436700,1400000US06001436700,4367,3780,37754.0,3290.0,1367.0,252.0,3284.0,6,1,436700,1923.0,Census Tract 4367,Alameda County
30,2022.0,CA,AT&T - Redwood City,IPP Non-CHP,WECC California,6,81,San Mateo,37.480769,-122.200408,1.0,1.0,GAS,0.69304,1.0,0.178272450532724,,,,,47364.0,6071.0,,,,,,,,0.0,0.0,6071.0,0.30696,8760.0,POINT (-122.200408 37.480769),6817,06081610500,1400000US06081610500,6105,6390,31976.0,4905.0,2215.0,32.0,4900.0,6,81,610500,2690.0,Census Tract 6105,San Mateo County
31,2022.0,CA,AT&T - San Diego Trade Street,IPP Non-CHP,WECC California,6,73,San Diego,32.88758,-117.16682,1.0,1.0,GAS,0.6984,1.0,0.169330289193303,,,,,45330.0,6118.0,,,,,,,,0.0,0.0,6118.0,0.3016,8760.0,POINT (-117.16682 32.88758),6298,06073008350,1400000US06073008350,83.50,638,51517.0,7008.0,2536.0,137.0,7005.0,6,73,8350,4472.0,Census Tract 83.50,San Diego County
32,2022.0,CA,Miramar Energy Facility,Electric Utility,WECC California,6,73,San Diego,32.8769,-117.166389,2.0,2.0,GAS,0.03607,106.0,1.0,,,,342906.555,342906.555,33489.0,20378.153,20398.922,1217.006,1218.246,118.855,118.977,10239.378751,0.0,0.0,33489.0,0.96393,928560.0,POINT (-117.166389 32.8769),6298,06073008350,1400000US06073008350,83.50,638,51517.0,7008.0,2536.0,137.0,7005.0,6,73,8350,4472.0,Census Tract 83.50,San Diego County
33,2022.0,CA,AT&T San Diego,IPP Non-CHP,WECC California,6,73,San Diego,32.904775,-117.1986,1.0,1.0,GAS,0.49452,1.0,0.509132420091324,,,,,33945.0,4332.0,,,,,,,,0.0,0.0,4332.0,0.5054799999999999,8760.0,POINT (-117.1986 32.904775),6225,06073008346,1400000US06073008346,83.46,2570,70882.0,5045.0,2273.0,56.0,5040.0,6,73,8346,2772.0,Census Tract 83.46,San Diego County
34,2022.0,CA,P Plant,Commercial CHP,WECC California,6,73,San Diego,32.894722,-117.198056,2.0,2.0,GAS,0.42541,9.2,0.624309278009397,109235.2,1.071,0.588188,226504.013,226504.013,34285.0,13237.92,13251.602,772.228,773.026,116.889,117.01,6606.504694,0.0,0.0,34285.0,0.5745899999999999,80592.0,POINT (-117.198056 32.894722),6225,06073008346,1400000US06073008346,83.46,2570,70882.0,5045.0,2273.0,56.0,5040.0,6,73,8346,2772.0,Census Tract 83.46,San Diego County
35,2022.0,CA,Q Plant,Commercial CHP,WECC California,6,73,San Diego,32.904167,-117.201111,1.0,1.0,GAS,0.87979,4.6,0.0,146776.8,0.824,0.523617,192657.728,192657.728,35452.0,11259.79,11271.428,635.213,635.87,116.889,117.01,5434.326069,0.0,0.0,35452.0,0.12021000000000004,40296.0,POINT (-117.201111 32.904167),6225,06073008346,1400000US06073008346,83.46,2570,70882.0,5045.0,2273.0,56.0,5040.0,6,73,8346,2772.0,Census Tract 83.46,San Diego County
36,2022.0,CA,W Plant,Commercial CHP,WECC California,6,73,San Diego,32.903333,-117.195556,1.0,1.0,GAS,0.76355,4.6,0.0607504466944608,113726.4,0.923,0.551802,181019.683,181019.683,30768.0,10579.61,10590.545,687.702,688.413,116.889,117.01,5883.375039,0.0,0.0,30768.0,0.23645000000000005,40296.0,POINT (-117.195556 32.903333),6225,06073008346,1400000US06073008346,83.46,2570,70882.0,5045.0,2273.0,56.0,5040.0,6,73,8346,2772.0,Census Tract 83.46,San Diego County
37,2022.0,CA,ATT North Watney,Commercial Non-CHP,WECC California,6,95,Solano,38.236257,-122.077759,1.0,1.0,GAS,0.39709,2.0,0.671518264840183,,,,,49789.0,6957.0,,,,,,,,0.0,0.0,6957.0,0.6029100000000001,17520.0,POINT (-122.077759 38.236257),1379,06095252402,1400000US06095252402,2524.02,3141,31047.0,5518.0,2947.0,498.0,5498.0,6,95,252402,2571.0,Census Tract 2524.02,Solano County
38,2022.0,CA,Wolfskill Energy Center,IPP Non-CHP,WECC California,6,95,Solano,38.228522,-122.07525,1.0,1.0,GAS,0.02245,47.0,1.0,,,,102180.578,102180.578,9245.0,6071.714,6077.536,1313.513,1314.773,118.843,118.957,11052.52331,0.0,0.0,9245.0,0.97755,411720.0,POINT (-122.07525 38.228522),1379,06095252402,1400000US06095252402,2524.02,3141,31047.0,5518.0,2947.0,498.0,5498.0,6,95,252402,2571.0,Census Tract 2524.02,Solano County
39,2022.0,CA,ATT Van Nyus,IPP Non-CHP,WECC California,6,37,Los Angeles,34.196324,-118.448225,1.0,1.0,GAS,0.72808,1.0,0.11986301369863,,,,,45132.0,6378.0,,,,,,,,0.0,0.0,6378.0,0.27192000000000005,8760.0,POINT (-118.448225 34.196324),5896,06037127910,1400000US06037127910,1279.10,7819,20417.0,4960.0,1360.0,351.0,4900.0,6,37,127910,3600.0,Census Tract 1279.10,Los Angeles County
40,2022.0,CA,ATT Ventura Blvd,Commercial Non-CHP,WECC California,6,37,Los Angeles,34.152191,-118.456078,1.0,1.0,GAS,0.86518,1.0,0.0,,,,,54476.0,7579.0,,,,,,,,0.0,0.0,7579.0,0.13482000000000005,8760.0,POINT (-118.456078 34.152191),4112,06037141303,1400000US06037141303,1413.03,93,56429.0,3427.0,2734.0,143.0,3416.0,6,37,141303,693.0,Census Tract 1413.03,Los Angeles County
41,2022.0,CA,Badger Creek Limited,IPP CHP,WECC California,6,29,Kern,35.483736,-119.029856,1.0,1.0,GAS,0.08307,46.0,1.0,54364.0,2.101,0.736976,225596.5,225596.5,33473.0,13413.647,13428.32,801.461,802.337,118.917,119.047,6739.655848,0.0,0.0,33473.0,0.91693,402960.0,POINT (-119.029856 35.483736),5752,06029005103,1400000US06029005103,51.03,4981,37314.0,2661.0,2371.0,11.0,2654.0,6,29,5103,290.0,Census Tract 51.03,Kern County
42,2022.0,CA,Double C Generation Limited Partnership,IPP Non-CHP,WECC California,6,29,Kern,35.5005,-119.046,2.0,2.0,GAS,0.09581,49.8,1.0,,,,438188.0,438188.0,41796.0,25609.692,25636.161,1225.461,1226.728,116.889,117.01,10483.969758,0.0,0.0,41796.0,0.90419,436248.0,POINT (-119.046 35.5005),5752,06029005103,1400000US06029005103,51.03,4981,37314.0,2661.0,2371.0,11.0,2654.0,6,29,5103,290.0,Census Tract 51.03,Kern County
43,2022.0,CA,High Sierra Limited,IPP CHP,WECC California,6,29,Kern,35.509041,-119.030546,2.0,2.0,GAS,0.09908,49.8,1.0,31184.8,4.731,0.863151,394083.036,394083.036,43223.0,23031.998,23055.803,1065.729,1066.83,116.889,117.01,9117.438305,0.0,0.0,43223.0,0.9009199999999999,436248.0,POINT (-119.030546 35.509041),5752,06029005103,1400000US06029005103,51.03,4981,37314.0,2661.0,2371.0,11.0,2654.0,6,29,5103,290.0,Census Tract 51.03,Kern County
44,2022.0,CA,Kern Front Limited,IPP Non-CHP,WECC California,6,29,Kern,35.51647,-119.040128,2.0,2.0,GAS,0.05252,49.8,1.0,,,,244581.0,244581.0,22913.0,14294.422,14309.196,1247.713,1249.002,116.889,117.01,10674.333348,0.0,0.0,22913.0,0.94748,436248.0,POINT (-119.040128 35.51647),5752,06029005103,1400000US06029005103,51.03,4981,37314.0,2661.0,2371.0,11.0,2654.0,6,29,5103,290.0,Census Tract 51.03,Kern County
45,2022.0,CA,Kern River Cogeneration,IPP CHP,WECC California,6,29,Kern,35.4515,-118.9849,4.0,4.0,GAS,0.16845,300.0,1.0,2283950.4,0.662,0.468664,2567774.044,2567774.044,442695.0,150072.344,150227.455,677.994,678.695,116.889,117.01,5800.323121,0.0,0.0,442695.0,0.83155,2628000.0,POINT (-118.9849 35.4515),5752,06029005103,1400000US06029005103,51.03,4981,37314.0,2661.0,2371.0,11.0,2654.0,6,29,5103,290.0,Census Tract 51.03,Kern County
46,2022.0,CA,Kern River Eastridge Cogen,Industrial CHP,WECC California,6,29,Kern,35.4406,-118.9617,2.0,2.0,GAS,0.50542,48.8,0.490966608029543,1415528.0,0.521,0.409889,1083771.272,1083771.272,216061.0,63340.501,63405.968,586.321,586.927,116.889,117.01,5016.043026,0.0,0.0,216061.0,0.49458,427488.0,POINT (-118.9617 35.4406),5752,06029005103,1400000US06029005103,51.03,4981,37314.0,2661.0,2371.0,11.0,2654.0,6,29,5103,290.0,Census Tract 51.03,Kern County
47,2022.0,CA,Live Oak Limited,IPP CHP,WECC California,6,29,Kern,35.4837,-119.0298,1.0,1.0,GAS,0.17934,46.0,1.0,121721.6,2.026,0.729853,512160.171,512160.171,72265.0,30440.803,30472.214,842.477,843.346,118.872,118.995,7087.250683,0.0,0.0,72265.0,0.82066,402960.0,POINT (-119.0298 35.4837),5752,06029005103,1400000US06029005103,51.03,4981,37314.0,2661.0,2371.0,11.0,2654.0,6,29,5103,290.0,Census Tract 51.03,Kern County
48,2022.0,CA,Southeast Kern River Cogen,Industrial CHP,WECC California,6,29,Kern,35.4206,-118.9644,3.0,3.0,GAS,0.3221,30.8,0.796494797535037,501162.4,0.592,0.441068,477480.641,477480.641,86905.999,27906.131,27934.974,642.214,642.878,116.889,117.01,5494.219511,0.0,0.0,86906.0,0.6779,269808.0,POINT (-118.9644 35.4206),5752,06029005103,1400000US06029005103,51.03,4981,37314.0,2661.0,2371.0,11.0,2654.0,6,29,5103,290.0,Census Tract 51.03,Kern County
49,2022.0,CA,Sycamore Cogeneration,IPP CHP,WECC California,6,29,Kern,35.452577,-118.985313,4.0,4.0,GAS,0.17458,300.0,1.0,2223676.0,0.704,0.484252,2750821.685,2750821.685,458808.0,160770.478,160936.646,700.818,701.542,116.889,117.01,5995.583523,0.0,0.0,458808.0,0.82542,2628000.0,POINT (-118.985313 35.452577),5752,06029005103,1400000US06029005103,51.03,4981,37314.0,2661.0,2371.0,11.0,2654.0,6,29,5103,290.0,Census Tract 51.03,Kern County
50,2022.0,CA,Western Power & Steam Inc,Industrial CHP,WECC California,6,29,Kern,35.440539,-119.012861,1.0,1.0,GAS,0.16664,27.7,1.0,131294.4,1.051,0.58359,291096.909,291096.909,40435.0,17013.022,17030.606,841.5,842.37,116.889,117.01,7199.132155,0.0,0.0,40435.0,0.83336,242652.0,POINT (-119.012861 35.440539),5752,06029005103,1400000US06029005103,51.03,4981,37314.0,2661.0,2371.0,11.0,2654.0,6,29,5103,290.0,Census Tract 51.03,Kern County
51,2022.0,CA,Barre Generating Station,Electric Utility,WECC California,6,59,Orange,33.8073,-117.9832,1.0,1.0,GAS,0.0531,49.8,1.0,,,,237311.364,237311.364,23165.0,14103.175,14117.569,1217.628,1218.871,118.858,118.979,10244.393007,0.0,0.0,23165.0,0.9469,436248.0,POINT (-117.9832 33.8073),4622,06059087805,1400000US06059087805,878.05,4668,28873.0,6847.0,3869.0,331.0,6733.0,6,59,87805,2978.0,Census Tract 878.05,Orange County
52,2022.0,CA,Bear Valley Power Plant,Electric Utility,WECC California,6,71,San Bernardino,34.2506,-116.9025,7.0,7.0,GAS,0.02392,8.4,1.0,,,,33619.999,33619.999,1760.003,1964.907,1966.938,2232.845,2235.153,116.889,117.01,19102.272159,0.0,0.0,1760.0,0.97608,73584.0,POINT (-116.9025 34.2506),5514,06071011203,1400000US06071011203,112.03,1295,40875.0,1432.0,1414.0,4.0,1411.0,6,71,11203,18.0,Census Tract 112.03,San Bernardino County
53,2022.0,CA,Beckton Dickenson - San Jose,IPP Non-CHP,WECC California,6,85,Santa Clara,37.39789,-121.88594,1.0,1.0,GAS,0.79441,1.0,0.0093226788432267,,,,,50652.0,6959.0,,,,,,,,0.0,0.0,6959.0,0.20559000000000005,8760.0,POINT (-121.88594 37.39789),2283,06085504322,1400000US06085504322,5043.22,5960,74302.0,5513.0,886.0,420.0,5513.0,6,85,504322,4627.0,Census Tract 5043.22,Santa Clara County
